ID,Item_name,Warranty Period(Days),RAM type,Screen Size,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
470,Lenovo Thinkpad T460s Ultrabook,1,DDR2,14,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,1858
471,HP Spectre x360 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.29,1999
472,HP ZBook 15u Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,500GB HDD,AMD FirePro W4190M,Windows 10,1.9,1154
473,Google Pixelbook (Core Ultrabook,1,DDR2,12.3,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1275
474,Dell Latitude 7390 Ultrabook,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.42,1841.85
475,Asus ZenBook Pro Notebook,3,DDR2,15.6,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD + 1TB HDD,Intel HD Graphics 530,Windows 10,2.06,1299
476,Dell Latitude E5470 Notebook,3,DDR2,14,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Intel HD Graphics 520,Windows 10,1.79,740
477,Dell Precision M5520 Workstation,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78,2408
478,Lenovo Thinkpad T470 Notebook,1,DDR-SDRAM_(DDRRAM),14,Intel Core i5 20U 2.5GHz,8,180GB SSD,Intel HD Graphics 620,Windows 10,1.7,1364
479,Dell Inspiron 3576 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 520,Windows 10,2.2,675
480,Toshiba Portege X30-D-10J Notebook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1672
481,Dell Inspiron 7570 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.16,1262
482,Dell Vostro 3568 Notebook,1,SDRAM,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,586.6
483,HP ProBook 430 Notebook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Intel UHD Graphics 620,Windows 10,1.49,726
484,"Chuwi Lapbook 15,6 Notebook",1,DDR-SDRAM_(DDRRAM),15.6,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Intel HD Graphics,Windows 10,1.89,248.9
485,Lenovo ThinkPad E570 Notebook,1,SDRAM,15.6,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.3,565
486,Lenovo ThinkPad E480 Notebook,2,DDR-SDRAM_(DDRRAM),14,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.75,1049
487,Dell Precision 3520 Workstation,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M620,Windows 10,2.17,2338
488,Dell XPS 15 Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,1899
489,Lenovo Thinkpad X270 Ultrabook,1,DDR-SDRAM_(DDRRAM),12.5,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.36,1798
490,Asus Zenbook UX390UA Ultrabook,3,DDR2,12.5,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,0.91,1950
491,Lenovo Thinkpad E570 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,1011.99
492,Toshiba Portege X30-D-10L Ultrabook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,2799
493,Asus VivoBook Pro Gaming,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,1350
494,Acer Aspire 5 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,AMD Radeon RX 540,Windows 10,2.2,579
495,Asus Rog G752VL-UH71T Gaming,1,DDR-SDRAM_(DDRRAM),17.3,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD + 1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33,1269
496,Lenovo Thinkpad X260 Ultrabook,1,DDR-SDRAM_(DDRRAM),12.5,Intel Core i5 6200U 2.3GHz,8,180GB SSD,Intel HD Graphics 520,Windows 10,1.3,1099
497,Lenovo Ideapad 520-15IKBR Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.17,898.9
498,HP EliteBook 840 Notebook,1,DDR-SDRAM_(DDRRAM),14,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Intel HD Graphics 620,Windows 10,1.48,1749
499,Lenovo ThinkPad 13 Notebook,1,DDR2,13.3,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,949
500,Lenovo ThinkPad L570 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,911
501,Asus VivoBook E201NA Netbook,0,DDR-SDRAM_(DDRRAM),11.6,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Intel HD Graphics 500,Windows 10 S,1.2,340
502,HP 15-BS026nv (i5-20U/8GB/256GB/Radeon Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,AMD Radeon 520,Windows 10,1.91,618.99
503,Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,DDR-SDRAM_(DDRRAM),13.9,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4,1599
504,Lenovo IdeaPad 320-14IAP Notebook,1,DDR-SDRAM_(DDRRAM),14,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows 10,2.1,299
505,Lenovo Chromebook N23 Netbook,1,DDR2,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Intel HD Graphics 400,Chrome OS,1.25,265
506,Lenovo ThinkPad 13 Notebook,1,DDR2,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,949
507,Asus ZenBook UX510UX-CN211T Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD + 1TB HDD,Intel HD Graphics 620,Windows 10,2,1224
508,Acer Aspire A515-51G-59QF Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2,613
509,HP Envy 13-AB002nv Ultrabook,1,DDR2,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.34,1323
510,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,1149
511,Dell XPS 13 Ultrabook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.29,899
512,Acer Aspire A515-51G Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2,639
513,Dell Vostro 5568 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,836
514,Dell Inspiron 5570 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD + 2TB HDD,AMD Radeon 530,Windows 10,2.2,1219.24
515,Xiaomi Mi Notebook Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD,Nvidia GeForce MX150,No OS,1.95,1399.95
516,Asus VivoBook E12 Netbook,1,DDR-SDRAM_(DDRRAM),11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,245
517,HP 15-bs190od (i5-8250U/4GB/1TB/W10) Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Intel UHD Graphics 620,Windows 10,2.04,521.47
518,Asus ROG Zephyrus Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Nvidia GeForce GTX1080,Windows 10,2.24,2968
519,HP Probook 450 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04,889
520,Asus FX753VE-GC155T (i7-7700HQ/16GB/1TB Gaming,1,DDR-SDRAM_(DDRRAM),17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3,1504
521,Lenovo Legion Y2-15IKB Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1399
522,HP Spectre X360 Ultrabook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1399
523,Dell Latitude 5480 Notebook,1,DDR2,14,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,1279.73
524,HP ProBook 440 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.63,689
525,Dell Inspiron 5770 Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Linux,2.8,889
526,Lenovo ThinkPad L470 Notebook,1,DDR2,14,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,2.02,1340
527,Lenovo IdeaPad 320-15IKB Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.2,799
528,Lenovo IdeaPad 320-15ISK Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,8,2TB HDD,Nvidia GeForce 920MX,No OS,2.2,459
529,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3,585
530,Dell Latitude 5580 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,1377
531,Dell Alienware 17 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77
532,Toshiba Satellite Pro Notebook,0,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 20U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,Windows 10,2,860
533,Asus Zenbook UX510UW-FI095T Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD + 1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2,1299
534,Mediacom SmartBook Edge Notebook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows 10,1.2,369
535,Asus ROG Strix Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,1649
536,Dell Latitude 5580 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93,1369
537,Dell Inspiron 5570 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 530,Windows 10,2.2,797.41
538,HP 250 G6 Notebook,1,DDR2,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Intel HD Graphics 405,Windows 10,1.86,398.99
539,HP Omen 15-ce006nv Gaming,1,DDR-SDRAM_(DDRRAM),17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.62,1799
540,Lenovo Thinkpad E470 Notebook,1,DDR-SDRAM_(DDRRAM),14,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.87,859
541,Dell XPS 13 Ultrabook,1,DDR-SDRAM_(DDRRAM),13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1399
542,Dell Vostro 5468 Notebook,1,DDR2,14,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,735.87
543,HP Envy 13-AB020nr Ultrabook,1,DDR2,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1145
544,Acer Aspire 7 Gaming,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,798
545,Asus VivoBook X540YA-XX519T Notebook,1,DDR2,15.6,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2,349
546,HP ProBook 450 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,2.1,705.5
547,Lenovo ThinkPad E470 Notebook,1,DDR-SDRAM_(DDRRAM),14,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.87,785
548,Lenovo V310-15ISK (i5-6200U/4GB/1TB/FHD/No Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 6200U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,No OS,2.15,462.35
549,HP 250 G6 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,397
550,Lenovo ThinkPad T570 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.99,1729
551,Lenovo IdeaPad 320-15ISK Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.2,499
552,Dell Latitude 5580 Notebook,1,DDR-SDRAM_(DDRRAM),15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,1116.99
553,Dell Alienware 17 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2699
554,HP 17-X047na (i3-6006U/8GB/1TB/W10) Notebook,1,DDR2,17.3,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.65,544.15
555,HP ProBook 470 Notebook,1,DDR2,17.3,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,1280
556,Asus A541NA-GO342 (N3350/4GB/500GB/Linux) Notebook,1,DDR2,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Linux,2,224
557,Mediacom SmartBook 130 Notebook,1,DDR2,13.3,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics,Windows 10,1.35,255
558,Lenovo IdeaPad 320-17IKB Notebook,1,DDR2,17.3,Intel Core i7 7500U 2.7GHz,6,128GB SSD + 1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,949
559,HP 15-bw007nv (A10-9620P/6GB/128GB/Radeon Notebook,1,DDR2,15.6,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,AMD Radeon 530,Windows 10,1.91,568.9
560,Dell Vostro 3568 Notebook,2,DDR2,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18,617.9
561,Acer Spin SP111-31 2 in 1 Convertible,1,DDR2,11.6,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25,349
562,Lenovo V330-15IKB (i3-7130U/4GB/128GB/FHD/W10) Notebook,1,DDR2,15.6,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,2.05,630
563,HP EliteBook 1030 Ultrabook,1,DDR2,13.3,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Intel HD Graphics 515,Windows 10,1.16,1965
564,Lenovo Thinkpad P71 Notebook,1,DDR-SDRAM_(DDRRAM),17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620M,Windows 10,3.4,2999
565,Asus FX553VD-DM627T (i5-7300HQ/8GB/1TB Notebook,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,839
566,Dell XPS 13 Ultrabook,1,?,13.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1599
567,Dell Latitude 5580 Notebook,1,DDR2,15.6,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.93,959
568,Fujitsu Lifebook A557 Notebook,3,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.2,739
569,Lenovo IdeaPad 320-15IAP Notebook,1,?,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 505,Windows 10,2.2,344
570,Lenovo ThinkPad L470 Notebook,1,?,14,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.02,990
571,HP ZBook 17 Workstation,1,?,17.3,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,1860.99
572,HP 14-am079na (N3710/8GB/2TB/W10) Notebook,1,DDR2,14,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,Windows 10,1.94,389
573,HP 15-cd005nv (A9-9420/6GB/256GB/Radeon Notebook,1,?,15.6,AMD A9-Series A9-9420 3GHz,6,256GB SSD,AMD Radeon 530,Windows 10,1.95,649
574,Lenovo Thinkpad E570 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,830
575,Lenovo V330-15IKB (i5-8250U/4GB/500GB/FHD/W10) Notebook,2,DDR2,15.6,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.05,685
576,Mediacom SmartBook 141 Notebook,3,DDR2,14,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Intel HD Graphics,Windows 10,1.4,249
577,Toshiba Tecra X40-D-10H Ultrabook,3,DDR2,14,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.24,1865
578,Lenovo IdeaPad Y910-17ISK Gaming,1,DDR2,17.3,Intel Core i7 6820HK 2.7GHz,32,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.6,2663
579,MSI GT73VR Titan Gaming,1,DDR2,17.3,Intel Core i7 7820HK 2.9GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,2729
580,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R5 M430,Linux,2.2,749.01
581,Mediacom SmartBook Edge Notebook,1,DDR2,14,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows 10,1.45,389
582,Dell Latitude 5580 Notebook,1,DDR2,15.6,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,1008.52
583,HP ProBook 430 Notebook,1,DDR2,13.3,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.49,719
584,Dell Latitude 5580 Notebook,1,DDR2,15.6,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93,1537.39
585,Dell Chromebook 11 Netbook,1,DDR2,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26,295
586,MSI GT80S 6QE Gaming,1,DDR2,17.3,Intel Core i7 6820HK 2.7GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.5,2349
587,HP Omen 17-AN010nv Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.78,1498
588,Lenovo Thinkpad T460s Ultrabook,3,DDR2,14,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,1673
589,Lenovo Ideapad 320-15IKBR Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.2,609
590,Asus ROG Strix Gaming,1,DDR2,17.3,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,1770
591,Asus TP501UA-CJ131T (i5-20U/8GB/1TB/W10) 2 in 1 Convertible,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.2,739
592,Lenovo IdeaPad 320-15ABR Notebook,1,DDR2,15.6,AMD A12-Series 92P 3.6GHz,12,512GB SSD,AMD Radeon 530,Windows 10,2.2,949
593,Dell Inspiron 3179 2 in 1 Convertible,1,DDR2,11.6,Intel Core M 7Y30 1.0GHz,4,128GB SSD,Intel HD Graphics 615,Windows 10,1.39,603
594,Samsung Notebook Odyssey Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,1699
595,Lenovo V320-17ISK (i3-6006U/4GB/500GB/FHD/No Notebook,1,DDR2,17.3,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,No OS,2.8,529
596,Lenovo IdeaPad 110-15ISK Notebook,1,DDR2,15.6,Intel Core i3 6100U 2.3GHz,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.29,459
597,Lenovo ThinkPad Yoga 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,2025
598,Lenovo Thinkpad T470p Notebook,1,DDR2,14,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,1.7,1474
599,Dell Latitude 5289 2 in 1 Convertible,1,DDR2,12.5,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1670
600,Dell Precision 3520 Workstation,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620,Windows 10,2.06,1763
601,HP EliteBook 850 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1219
602,HP ProBook 450 Notebook,1,DDR2,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.1,668.48
603,Acer Aspire 1 Notebook,1,DDR2,14,Intel Celeron Quad Core N3450 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.6,329
604,MSI Laptop MSI Gaming,1,DDR2,17.3,Intel Core i7 6820HK 2.7GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.14,2199
605,Dell Vostro 3568 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,Linux,2.18,465
606,MSI GS63VR 7RF Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 2TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,2299
607,Toshiba Tecra Z50-C-144 Notebook,1,DDR2,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.2,1399
608,Lenovo IdeaPad 310-15IKB Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.4,564
609,Lenovo Yoga 2-15IKB 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,2,1299
610,Acer Swift SF114-31-P5HY Notebook,1,DDR2,14,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.6,349
611,Lenovo Thinkpad P51 Notebook,1,DDR2,15.6,Intel Xeon E3-1535M v6 3.1GHz,32,1TB SSD,Nvidia Quadro M2200M,Windows 10,2.5,4899
612,Dell Inspiron 7559 Gaming,1,DDR2,15.6,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,879.01
613,Dell Vostro 3568 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,Linux,2.18,443.9
614,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,Linux,2.25,359
615,Dell Latitude 5580 Notebook,1,DDR2,15.6,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,Linux,1.93,869
616,Asus FX753VD-GC007T (i7-7700HQ/8GB/1TB Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3,1168
617,Dell Vostro 3568 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,128GB SSD,AMD Radeon R5 M420,Linux,2.18,569
618,HP EliteBook 850 Ultrabook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.84,1389
619,MSI GT62VR 7RE Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,2267.86
620,Acer CB5-132T-C9KK (N3160/4GB/32GB/Chrome 2 in 1 Convertible,1,DDR2,11.6,Intel Celeron Quad Core N3160 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,379
